Var1,Var2,Var3,Var4,Var5,Var6,Var7
Nymphon tenuipes,1.005575,1.02911,-0.001,0.4604316,29,Arthropoda
Nymphon typhlops,0.8699995,1.164534,0.07780187,0.4042553,16,Arthropoda
Nymphon villosum,0.8127367,1.388434,0.07637742,0.5,32,Arthropoda
Nymphopsis duodorsospinosa,0.2541861,8.3584,0,0.754717,21,Arthropoda
Obtusoecia antarctica,0.1761626,6.344241,0,0.5724638,280,Arthropoda
Obtusoecia obtusata,0.3771905,6.551209,0,0.852459,1338,Arthropoda
Octolasmis geryonophila,-2.848015,1.090557,0.08449665,0.34375,20,Arthropoda
Octolasmis lowei,0.1486955,6.436494,0,0.7419355,31,Arthropoda
Octolasmis nierstraszi,0.2181951,7.540829,0,0.6849315,29,Arthropoda
Octolasmis warwicki,0.09517026,6.189674,0,0.7446809,28,Arthropoda
Oculocytheropteron macropunctatum,0.03096219,6.514494,0.01376805,0.5643153,11,Arthropoda
Oculocytheropteron nodosum,0.6419182,1.403849,0.02505166,0.6603774,61,Arthropoda
Oculosetella gracilis,0.06940491,6.127264,0,0.7040817,102,Arthropoda
Odius carinatus,0.5341469,3.086902,0.04249532,0.597285,69,Arthropoda
Odontodactylus brevirostris,0.01221946,5.530131,0,0.6296296,30,Arthropoda
Odontodactylus hawaiiensis,-0.3379207,5.35859,0.09779443,0.5333333,32,Arthropoda
Oecidiobranchus nanseni,0.07677665,4.592147,0,0.5277778,37,Arthropoda
Oediceroides apicalis,0.829028,2.992884,0,0.5625,17,Arthropoda
Oediceroides calmani,1.01748,1.037837,0.007678058,0.7657143,115,Arthropoda
Oediceroides lahillei,0.8700265,1,0.0169441,0.5242718,32,Arthropoda
Oediceroides newnesi,0.798014,1.021883,0.03444501,0.4693878,16,Arthropoda
Oediceropsis brevicornis,0.7762428,2.223974,0.09905453,0.5079365,77,Arthropoda
Oediceros borealis,0.08258843,4.695491,0,0.6341463,34,Arthropoda
Oediceros saginatus,0.8148893,1.157739,0.05446887,0.6530612,44,Arthropoda
Ogyrides delli,0.03284293,5.245171,0,0.6436782,34,Arthropoda
Oithona atlantica,0.2041978,7.451895,0,0.875,11209,Arthropoda
Oithona attenuata,0.4449508,13.55958,0,0.6666666,898,Arthropoda
Oithona colcarva,0.01597323,5.374502,0,0.55,21,Arthropoda
Oithona decipiens,0.1344779,6.919703,0,0.8167939,755,Arthropoda
Oithona fallax,0.5819725,16.4129,0,0.7766991,834,Arthropoda
Oithona frigida,1.142375,1.020972,0.06005464,0.8211382,4225,Arthropoda
Oithona hamata,0.3890627,6.582338,0,0.7021277,224,Arthropoda
Oithona linearis,-0.08160456,4.532258,0,0.7652174,94,Arthropoda
Oithona longispina,0.1250177,6.15004,0,0.7234043,1245,Arthropoda
Oithona nana,0.09228691,7.411466,0,0.8071066,12780,Arthropoda
Oithona parvula,0.09439233,5.509077,0,0.8057554,745,Arthropoda
Oithona plumifera,0.2386838,9.331566,0,0.8447205,8688,Arthropoda
Oithona pseudovivida,0.4975359,6.122024,0.09583427,0.6027397,20,Arthropoda
Oithona pulla,0.0728944,5.706882,0,0.8027211,185,Arthropoda
Oithona robusta,0.2827709,9.176478,0,0.8070176,534,Arthropoda
Oithona setigera,0.2781224,9.132753,0,0.8930041,6040,Arthropoda
Oithona similis,-0.005966216,10.84189,0.01359677,0.8762322,65535,Arthropoda
Oithona simplex,-0.2464333,6.612537,0.07145914,0.6938776,1994,Arthropoda
Oithona tenuis,0.3967055,11.05183,0,0.7532468,675,Arthropoda
Oithona vivida,0.185973,6.857731,0,0.6960784,721,Arthropoda
Omalacantha antillensis,-0.006168391,5.155647,0,0.65625,53,Arthropoda
Ommatocarcinus macgillivrayi,0.2308403,8.001267,0,0.8275862,105,Arthropoda
Oncaea bathyalis,0.2180994,5.834198,0,0.5688074,139,Arthropoda
Oncaea clevei,0.6552282,24.13533,0,0.7407408,963,Arthropoda
Oncaea curta,0.1993767,7.667795,0,0.8260869,1063,Arthropoda
Oncaea curvata,1.048248,1.05096,0.06055956,0.8035715,3482,Arthropoda
Oncaea englishi,1.64385,1.417663,0,0.1818182,21,Arthropoda
Oncaea lacinia,0.795437,1.456111,0.08853357,0.5166667,23,Arthropoda
Oncaea media,0.09472939,7.763506,0,0.9051095,4557,Arthropoda
Oncaea mediterranea,0.2517013,8.600835,0,0.9178082,3457,Arthropoda
Oncaea notopus,-0.0931794,11.94961,0.03868007,0.5989673,648,Arthropoda
Oncaea obscura,0.052965,5.405727,0,0.6,97,Arthropoda
Oncaea obtusa,0.1181764,5.590666,0,0.3809524,21,Arthropoda
Oncaea ornata,0.3134414,8.618869,0,0.7218935,330,Arthropoda
Oncaea ovalis,0.1741003,5.847878,0,0.7534246,248,Arthropoda
Oncaea parila,0.8301494,1.056719,0.07421934,0.626506,160,Arthropoda
Oncaea prendeli,0.1566913,5.582018,0,0.6511628,29,Arthropoda
Oncaea prolata,0.6596895,3.852474,0,0.53125,90,Arthropoda
Oncaea rimula,NaN,NaN,0,0.4390244,17,Arthropoda
Oncaea scottodicarloi,0.1376808,8.404991,0,0.5837837,432,Arthropoda
Oncaea shmelevi,0.2076577,5.641789,0,0.5773196,138,Arthropoda
Oncaea tenella,0.1833652,5.488197,0,0.7272727,57,Arthropoda
Oncaea venusta,0.1409097,7.955578,0,0.9311741,8415,Arthropoda
Oncaea waldemari,0.3347328,9.561248,0,0.6666666,181,Arthropoda
Oncaea zernovi,0.2442657,7.615542,0,0.7068965,379,Arthropoda
Onchocalanus cristatus,NaN,NaN,0,0.4421052,46,Arthropoda
Onchocalanus magnus,0.9590296,1.157894,0.07272474,0.6051282,122,Arthropoda
Onchocalanus trigoniceps,0.6670711,2.737031,0,0.48,33,Arthropoda
Onchocalanus wolfendeni,1.551265,0.6033505,0,0.4727273,35,Arthropoda
Oncinopus neptunus,1.106012,43.75414,0,0.6515151,23,Arthropoda
Onconida alaini,0.6925383,5.935159,0.09864324,0.2833334,22,Arthropoda
Oncopagurus gracilis,0.6873862,10.22318,0.05504355,0.381323,54,Arthropoda
Oncopagurus indicus,0.02576935,6.170681,0,0.3773585,66,Arthropoda
Oncopagurus minutus,0.6823786,6.063026,0,0.3125,24,Arthropoda
Oncopagurus rossanae,-0.3290365,3.684215,0.03791544,0.5346534,30,Arthropoda
Onisimus edwardsii,0.8446867,1.195306,0.05542913,0.8073394,49,Arthropoda
Onisimus glacialis,0.4521272,2.491293,0,0.8125,192,Arthropoda
Onisimus nanseni,0.550637,1.743966,-0.001,0.7594936,432,Arthropoda
Onisimus plautus,0.2037738,4.307363,-0.001,0.6818182,86,Arthropoda
Onychocorycaeus agilis,0.1445569,6.905649,0,0.8135593,716,Arthropoda
Onychocorycaeus catus,0.3059603,9.357344,0,0.7058823,619,Arthropoda
Onychocorycaeus giesbrechti,0.08936135,6.364549,0,0.9137931,1261,Arthropoda
Onychocorycaeus ovalis,0.3695932,10.37424,0,0.8551724,364,Arthropoda
Onychocorycaeus pacificus,0.162036,7.114709,0,0.8387097,1369,Arthropoda
Onychocorycaeus pumilus,0.6722947,19.44658,0,0.6280992,88,Arthropoda
Opaepele loihi,-0.2333883,7.756438,0,0.3076923,30,Arthropoda
Opisa eschrichtii,0.6928146,1.687294,0,0.6756757,51,Arthropoda
Opisa tridentata,1.528337,3.874577,-0.001,0.421875,20,Arthropoda
Oplophorus gracilirostris,0.6036931,14.02765,0,0.5925926,209,Arthropoda
Oplophorus novaezeelandiae,0.1424514,7.228171,0.006820892,0.6323185,292,Arthropoda
Oplophorus spinosus,0.4750865,11.69154,0,0.8721312,1015,Arthropoda
Oplophorus typus,0.6131154,18.24398,0,0.4784483,122,Arthropoda
Oradarea bidentata,0.8825353,1.010619,0.02889773,0.5299145,19,Arthropoda
Oradarea edentata,0.9135438,1,0.05150049,0.5072464,15,Arthropoda
Oradarea megalops,0.9184459,1.017145,0.01440935,0.4,17,Arthropoda
Oradarea tricarinata,0.8030645,1.079102,0.04051517,0.5904762,18,Arthropoda
Oradarea tridentata,0.9987453,1,0.06117923,0.5414364,50,Arthropoda
Oradarea walkeri,1.930679,0.1111665,0,0.7924528,45,Arthropoda
Oratosquilla fabricii,-0.7994608,1.489621,0.09869174,0.6506024,24,Arthropoda
Oratosquillina anomala,0.1657695,6.608979,0,0.5666667,26,Arthropoda
Oratosquillina berentsae,0.3152412,9.02004,0,0.7619048,32,Arthropoda
Oratosquillina gravieri,-0.9501888,1.655141,0.09158906,0.6967742,271,Arthropoda
Oratosquillina inornata,0.7061917,21.64717,0,0.8,355,Arthropoda
Oratosquillina perpensa,0.169658,7.137613,0,0.7966102,154,Arthropoda
Oratosquillina quinquedentata,0.2906793,9.407802,0,0.7941176,257,Arthropoda
Orbione halipori,-2.177778,1.073134,0.08004392,0.4788733,12,Arthropoda
Orchomene humilis,0.1027064,5.449426,0,0.8260869,524,Arthropoda
Orchomene macroserratus,1.043882,1.134191,0.07596939,0.6785715,44,Arthropoda
Orchomene minor,0.07000039,6.061524,0,0.5333333,25,Arthropoda
Orchomene pectinatus,0.1621694,4.433038,0.01038427,0.5783132,69,Arthropoda
Orchomene pinguis,0.3068269,5.669696,0,0.7083334,120,Arthropoda
Orchomene serratus,0.06007722,4.814394,0,0.6216216,60,Arthropoda
Orchomenella acanthurus,0.6166743,2.100076,-0.0009992346,0.7428571,53,Arthropoda
Orchomenella cavimanus,1.004169,1.072745,0.02142439,0.6994536,72,Arthropoda
Orchomenella franklini,0.4868265,2.257235,0.0669005,0.741573,54,Arthropoda
Orchomenella minuta,0.2448163,5.764699,0,0.7530864,422,Arthropoda
Orchomenella pinguides,0.7704371,1.540743,0.0007153201,0.6714286,55,Arthropoda
Orchomenyx macronyx,1.014883,1.070195,0,0.5714285,25,Arthropoda
Oregonia gracilis,0.1242285,5.852466,0,0.7661017,624,Arthropoda
Oreophorus reticulatus,0.2977084,8.834776,0,0.7619048,68,Arthropoda
Oreotlos etor,0.07163441,5.5677,0,0.7555556,23,Arthropoda
Orionina bradyi,0.08459508,5.829405,0,0.72,16,Arthropoda
Orlovibairdia angulata,0.09611567,5.006479,0,0.64,14,Arthropoda
Orthoconchoecia atlantica,1.432665,92.13541,0,0.7042735,1283,Arthropoda
Orthoconchoecia haddoni,0.2282675,6.377284,0,0.8340807,1277,Arthropoda
Orthoconchoecia secernenda,0.7620404,14.59264,0,0.6942675,513,Arthropoda
Orthoconchoecia striola,1.275726,69.94086,0,0.8742515,751,Arthropoda
Osachila semilevis,0.2733192,8.108709,0,0.7466667,84,Arthropoda
Osachila tuberosa,0.27954,8.239111,0,0.7848101,128,Arthropoda
Othomaera othonis,0.3476324,5.773491,0.0889417,0.75,3908,Arthropoda
Ovalipes catharus,0.09510287,5.442675,0,0.7454545,277,Arthropoda
Ovalipes molleri,0.1651953,6.764123,0,0.6375,80,Arthropoda
Ovalipes punctatus,0.1685599,6.796564,0,0.8021978,127,Arthropoda
Oxycephalus clausi,0.2867956,8.390185,0,0.8,165,Arthropoda
Oxycephalus latirostris,0.3000719,8.504532,0,0.6153846,28,Arthropoda
Oxypleurodon mammatum,0.2054608,6.673197,0,0.2675159,44,Arthropoda
Oxypleurodon orbiculatum,0.2874273,7.264325,0.04916381,0.3483146,119,Arthropoda
Oxyurostylis smithi,0.03361125,6.012713,0,0.7954546,1410,Arthropoda
Pachos dentatum,0.08070721,5.608953,0,0.625,42,Arthropoda
Pachos punctatum,0.2838112,8.623632,0,0.7619048,55,Arthropoda
Pachycheles ackleianus,0.3173698,9.351645,0,0.7419355,55,Arthropoda
Pachycheles monilifer,0.1532569,6.681358,0,0.7164179,34,Arthropoda
Pachycheles rugimanus,0.2411427,7.907293,0,0.8,158,Arthropoda
Pachylasma scutistriata,0.4161262,4.935542,0.04754578,0.5023696,35,Arthropoda
Pacifacanthomysis nephrophthalma,0.4898672,5.042699,0,0.7058823,22,Arthropoda
Pacifoculodes pallidus,0.1511336,4.489756,0,0.7058823,59,Arthropoda
Paguristes aciculus,0.3142345,7.437635,0,0.4216216,90,Arthropoda
Paguristes barbatus,0.1580002,6.219351,0,0.6883117,54,Arthropoda
Paguristes eremita,0.06846406,5.588788,0,0.8461539,383,Arthropoda
Paguristes erythrops,-0.05407845,4.702996,0.007102476,0.6785715,41,Arthropoda
Paguristes hernancortezi,0.4452017,10.55177,0,0.6746988,32,Arthropoda
Paguristes lymani,0.240823,7.543787,0,0.5210084,30,Arthropoda
Paguristes moorei,0.4625586,10.98898,0,0.6666666,54,Arthropoda
Paguristes palythophilus,0.7613159,16.98717,0,0.3665339,29,Arthropoda
Paguristes paraguanensis,0.8119315,22.03396,0,0.75,16,Arthropoda
Paguristes puncticeps,-0.02948415,5.027985,0,0.6808511,152,Arthropoda
Paguristes sericeus,0.135195,6.473134,0,0.7462686,399,Arthropoda
Paguristes spinipes,0.3271046,8.829795,0,0.55,49,Arthropoda
Paguristes subpilosus,0.2941102,6.16255,0.08817031,0.6871166,65,Arthropoda
Paguristes syrtensis,-0.01793585,4.933057,0,0.6206896,20,Arthropoda
Paguristes tortugae,-0.3817295,3.380582,0.04118981,0.7571428,276,Arthropoda
Pagurodes inarmatus,0.6296464,2.737232,0.07275025,0.3913044,60,Arthropoda
Pagurojacquesia polymorpha,0.4269853,9.111923,0,0.462963,149,Arthropoda
Paguropsis typica,0.1567882,6.608541,0,0.6052631,58,Arthropoda
Pagurus acadianus,0.1902172,6.63533,0,0.8686131,1512,Arthropoda
Pagurus alatus,0.1950864,6.028724,0,0.7448276,622,Arthropoda
Pagurus arcuatus,0.1392758,6.640822,0.0171597,0.7880185,621,Arthropoda
Pagurus armatus,0.4543839,4.617215,0,0.6808511,29,Arthropoda
Pagurus brandti,1.077455,1.628722,0.06998678,0.4976959,70,Arthropoda
Pagurus brevidactylus,-0.4740547,3.413473,0.0747101,0.7135135,177,Arthropoda
Pagurus bullisi,0.3336176,8.925222,0,0.6466166,70,Arthropoda
Pagurus capillatus,0.9778861,1.22582,0.07802457,0.7464114,127,Arthropoda
Pagurus carolinensis,0.06372633,5.927733,0,0.7428571,98,Arthropoda
Pagurus confragosus,NaN,NaN,0,0.6455696,24,Arthropoda
Pagurus curacaoensis,0.4008504,8.773979,0.02784252,0.3291139,41,Arthropoda
Pagurus defensus,0.2250744,7.512235,0,0.7931035,74,Arthropoda
Pagurus impressus,0.07211591,5.771475,0,0.754717,194,Arthropoda
Pagurus ochotensis,0.2358167,5.8599,0,0.7741935,362,Arthropoda
Pagurus pectinatus,0.03335034,5.319717,0,0.8060837,125,Arthropoda
Pagurus politus,0.3129391,8.047131,0,0.7859649,319,Arthropoda
Pagurus prideaux,0.1512944,6.331886,0,0.803653,1885,Arthropoda
Pagurus pubescens,0.4258881,6.079144,0.05332156,0.8152866,1374,Arthropoda
Pagurus rathbuni,0.812924,1.254568,0.07976546,0.6878981,45,Arthropoda
Pagurus rotundimanus,0.6500462,9.202307,0,0.2608696,15,Arthropoda
Pagurus stimpsoni,0.105219,6.633953,0,0.7857143,101,Arthropoda
Pagurus trigonocheirus,0.8769253,1.238672,0.07603493,0.6812227,165,Arthropoda
Pakistanapseudes bassi,0.04766865,5.039705,0,0.5714285,66,Arthropoda
Pakynus barnardi,0.7684658,5.211329,0,0.5384616,31,Arthropoda
Palabriaphoxus palabria,0.2169215,5.452494,0,0.4810126,50,Arthropoda
Palaemon gravieri,0.01195462,5.717339,0,0.7692308,384,Arthropoda
Palaemonella dolichodactylus,0.1326344,6.378448,0,0.7333333,17,Arthropoda
Palapedia nitida,0.046141,5.566968,0,0.6,20,Arthropoda
Palicoides whitei,-1.005118,1.433254,0.09472483,0.7735849,153,Arthropoda
Paliculus kyusyuensis,-0.6098081,16.88649,0.0907701,0.2880886,19,Arthropoda
Palicus affinis,0.5194385,12.60157,0,0.7380952,73,Arthropoda
Palicus alternatus,0.6224366,16.00501,0,0.7951807,180,Arthropoda
Palicus caronii,0.08321099,5.337365,0,0.725,23,Arthropoda
Palicus dentatus,0.3850881,9.492664,0,0.7123288,30,Arthropoda
Palicus faxoni,0.2901121,8.704225,0,0.6888889,60,Arthropoda
Palicus gracilis,0.5023606,8.246033,0,0.4444444,42,Arthropoda
Palicus obesus,0.4549079,9.938435,0,0.5833334,39,Arthropoda
Palicus sicus,0.3099925,8.988834,0,0.6618705,54,Arthropoda
Palinurellus wieneckii,-0.009362766,5.066124,0,0.75,59,Arthropoda
Palinurus gilchristi,0.3390766,6.984986,0,0.7169812,674,Arthropoda
Palinurus mauritanicus,0.2042512,6.583681,0.09516566,0.5384616,82,Arthropoda
Pallenopsis cidaribatus,-0.3958881,3.885617,0.08135773,0.5254238,17,Arthropoda
Pallenopsis gippslandiae,-0.08218702,6.115493,0.03252928,0.5666667,26,Arthropoda
Pallenopsis macronyx,-0.2428471,17.15338,0.04264805,0.6017699,24,Arthropoda
Pallenopsis obliqua,0.1457632,5.774519,0,0.6376811,59,Arthropoda
Pallenopsis patagonica,0.8644682,1.568697,0.07239647,0.76875,392,Arthropoda
Pallenopsis pilosa,1.055324,1.010823,0.003158999,0.6022727,191,Arthropoda
Pallenopsis schmitti,0.4886632,12.22953,0,0.8135593,150,Arthropoda
Pallenopsis spicata,0.2462188,5.792489,0.02789418,0.7222222,53,Arthropoda
Pallenopsis vanhoeffeni,1.119393,1.119995,0.00320559,0.5608466,162,Arthropoda
Pallenopsis villosa,0.7751683,1.395708,0.07806934,0.6990291,39,Arthropoda
Panathura serricauda,-0.3444404,5.965871,0.09431738,0.5048544,13,Arthropoda
Pandalina brevirostris,0.4045562,6.762395,0.0748745,0.7902098,2099,Arthropoda
Pandalina profunda,0.05726495,6.171544,0.03810826,0.5170732,225,Arthropoda
Pandalus borealis,0.7080373,5.444937,0.06817657,0.8470149,16957,Arthropoda
Pandalus goniurus,0.9492767,3.436883,0,0.8101266,648,Arthropoda
Pandalus hypsinotus,0.6947904,3.912724,0.0930686,0.65,880,Arthropoda
Pandalus jordani,0.5097504,4.630145,0,0.733945,7201,Arthropoda
Pandalus montagui,0.3700635,6.750169,0,0.8708709,8744,Arthropoda
Pandalus platyceros,1.545674,4.309688,0.06093463,0.6475196,4095,Arthropoda
Pandalus stenolepis,0.9864433,3.31251,0,0.8141593,434,Arthropoda
Pandalus tridens,NaN,NaN,0,0.9166667,774,Arthropoda
Panoplax depressa,0.5501626,12.6713,0,0.7096775,38,Arthropoda
Panoplax elata,0.9808944,31.12994,0,0.7058823,21,Arthropoda
Pantomus parvulus,0.2274378,8.696443,0,0.4821429,23,Arthropoda
Pantopipetta armoricana,0.3317594,5.318233,0,0.4528302,15,Arthropoda
Pantopipetta australis,0.406403,3.658047,0,0.4651163,17,Arthropoda
Pantopipetta longituberculata,0.8496865,1.141747,0.05463561,0.5128205,35,Arthropoda
Panulirus argus,0.145717,6.744058,0,0.72,736,Arthropoda
Panulirus laevicauda,0.4146105,10.34768,0,0.8108108,52,Arthropoda
Panulirus longipes,-0.4345157,2.383132,0,0.6451613,95,Arthropoda
Panulirus ornatus,0.7212551,22.31746,0,0.8064516,104,Arthropoda
Panulirus polyphagus,1.678912,145.8179,0,0.8135593,72,Arthropoda
Panulirus regius,0.4207611,11.05914,0,0.7708333,82,Arthropoda
Panulirus versicolor,0.1053069,6.669487,0,0.7142857,288,Arthropoda
Paracalanus denudatus,0.5867619,20.27798,0,0.8057554,2684,Arthropoda
Paracalanus indicus,0.08304098,6.564073,0,0.746114,4065,Arthropoda
Paracalanus nanus,0.2145833,8.395265,0,0.8806584,1377,Arthropoda
Paracalanus parvus,0.9091735,80.64536,0,0.9072165,47311,Arthropoda
Paracalanus pygmaeus,0.1417928,6.213026,0,0.815534,444,Arthropoda
Paracentromedon crenulatus,0.1465768,5.178824,0,0.6451613,17,Arthropoda
Paraceradocus gibber,0.8445947,1.00043,0.008092501,0.5882353,42,Arthropoda
Paraceradocus miersi,0.9020005,1.005533,0.03339821,0.5333333,32,Arthropoda
Paraconchoecia aequiseta,0.8464786,5.611201,0.08860315,0.5768025,186,Arthropoda
Paraconchoecia allotherium,0.8568244,19.5464,0.08896218,0.5272727,163,Arthropoda
Paraconchoecia decipiens,1.18518,63.22053,0,0.8737864,670,Arthropoda
Paraconchoecia echinata,1.256884,68.04921,0,0.8811881,742,Arthropoda
Paraconchoecia hirsuta,0.7530761,5.682134,0,0.2376238,40,Arthropoda
Paraconchoecia mamillata,NaN,NaN,0,0.5670103,220,Arthropoda
Paraconchoecia oblonga,0.8102334,31.7162,0,0.7429806,1324,Arthropoda
Paracrangon australis,0.5188477,3.371391,0,0.5625,28,Arthropoda
Paracrangon echinata,0.5171483,7.717778,0.0946727,0.6329114,203,Arthropoda
Paractaea nodosa,0.1122959,6.007618,0,0.5964912,14,Arthropoda
Paractaea rufopunctata,-0.02412322,6.944405,0.04267864,0.743083,104,Arthropoda
Paracyclois atlantis,0.4538279,11.03644,0.07859105,0.4265403,23,Arthropoda
Paracyclopina nana,0.09574095,6.225645,0,0.6603774,149,Arthropoda
Paracytheridea tschoppi,0.08972434,6.095627,0,0.7384615,25,Arthropoda
Paracytherois chukchiensis,0.745784,1.02923,0.060479,0.7123288,110,Arthropoda
Paradexamine lanacoura,0.02494655,4.995584,0,0.5333333,330,Arthropoda
Paradorippe granulata,0.09732485,6.138681,0,0.7761194,168,Arthropoda
Paradorippe polita,-0.01079614,5.004139,0,0.6404494,22,Arthropoda
Paradoxapseudes attenuata,0.0589173,5.073632,0,0.6046512,13,Arthropoda
Paradoxapseudes bermudeus,-0.06037927,4.538898,0,0.6666666,15,Arthropoda
Paradoxapseudes heroae,0.2828041,3.661125,0,0.6363636,27,Arthropoda
Paradoxostoma hypselum,0.8391289,1.001149,0.009263205,0.673913,32,Arthropoda
Paradulichia typica,0.4280024,3.950328,0.06055736,0.6737968,196,Arthropoda
Paradynomene demon,0.4887841,9.951853,0,0.3269231,16,Arthropoda
Paraeuchaeta antarctica,1.04259,1.000501,0.05728322,0.8583691,3309,Arthropoda
Paraeuchaeta barbata,0.7586412,1.948892,0.07857041,0.6466166,243,Arthropoda
Paraeuchaeta biloba,0.5040495,3.230846,0.04111508,0.701031,989,Arthropoda
Paraeuchaeta californica,1.467475,1.150865,-0.0009920029,0.3584906,17,Arthropoda
Paraeuchaeta comosa,0.3862814,4.449578,0,0.3294117,14,Arthropoda
Paraeuchaeta elongata,0.8065593,3.914593,0.08706949,0.6855524,1417,Arthropoda
Paraeuchaeta erebi,1.057167,1.002643,0.05349907,0.5806452,627,Arthropoda
Paraeuchaeta flava,0.3532382,10.51575,0,0.6904762,54,Arthropoda
Paraeuchaeta glacialis,0.7879936,1.323417,0.06486046,0.7179487,2453,Arthropoda
Paraeuchaeta gracilis,0.1570372,5.384431,0,0.5546218,433,Arthropoda
Paraeuchaeta hansenii,0.9936949,2.986887,0.09458082,0.4460967,49,Arthropoda
Paraeuchaeta kurilensis,0.8481549,1.303048,0.001703871,0.3013698,18,Arthropoda
Paraeuchaeta norvegica,0.3482854,7.107882,0,0.8509091,22954,Arthropoda
Paraeuchaeta parvula,1.072625,1.059221,0.04026642,0.4220183,29,Arthropoda
Paraeuchaeta polaris,0.8244175,1.007911,0.07612589,0.5357143,79,Arthropoda
Paraeuchaeta pseudotonsa,-1.11911,45.80763,0.09419397,0.3867925,65,Arthropoda
Paraeuchaeta russelli,0.08931654,6.172825,0,0.482412,132,Arthropoda
Paraeuchaeta sarsi,1.894606,1.778811,0.009396651,0.410072,55,Arthropoda
Paraeuchaeta similis,0.7699547,1.229502,0.04263867,0.7422681,38,Arthropoda
Paraeuchaeta tonsa,0.711859,5.204221,0,0.808,209,Arthropoda
Paraeuchaeta weberi,1.478785,1.001393,0.009336192,0.3030303,18,Arthropoda
Parafilitanais mexicanus,0.03784082,7.010253,0,0.6666666,20,Arthropoda
Paragammaropsis prenes,1.123706,1.119995,0.00320559,0.275,23,Arthropoda
Paragathotanais nanus,0.4619719,4.914131,0,0.6046512,20,Arthropoda
Paragathotanais robustus,1.062803,3.768894,0,0.6451613,40,Arthropoda
Paragiopagurus acutus,-2.172405,1.092594,0.08359327,0.3076923,40,Arthropoda
Paragiopagurus diogenes,0.2395954,7.17922,0,0.6349206,124,Arthropoda
Paragiopagurus hirsutus,1.823619,7.436856,0.05724739,0.3333333,26,Arthropoda
Paragiopagurus orthotenes,0.09135304,6.010121,-0.001,0.4752475,77,Arthropoda
Paragiopagurus oxychelos,-0.001725823,5.339724,0.04658176,0.5098039,46,Arthropoda
Paragiopagurus pilimanus,0.6371359,9.336697,0,0.5873016,127,Arthropoda
Paragiopagurus ruticheles,0.8883572,6.588421,0.09913622,0.4171779,33,Arthropoda
Paragoneplax serenei,0.2013523,7.277934,0,0.7272727,46,Arthropoda
